category,name,url,remote_testing,adaptive_irt,test_type,page_number,source
Individual Test Solutions,Apache Pig (New),https://www.shl.com/products/product-catalog/view/apache-pig-new/,,,K,20,SHL Catalog
Individual Test Solutions,Apache Spark (New),https://www.shl.com/products/product-catalog/view/apache-spark-new/,,,K,20,SHL Catalog
Individual Test Solutions,ASP .NET with C# (New),https://www.shl.com/products/product-catalog/view/asp-net-with-c-new/,,,K,20,SHL Catalog
Individual Test Solutions,ASP.NET 4.5,https://www.shl.com/products/product-catalog/view/asp-net-4-5/,,,K,20,SHL Catalog
Individual Test Solutions,Assessment and Development Center Exercises,https://www.shl.com/products/product-catalog/view/assessment-and-development-center-exercises/,,,E,20,SHL Catalog
Individual Test Solutions,Automata - Fix (New),https://www.shl.com/products/product-catalog/view/automata-fix-new/,,,S,20,SHL Catalog
Individual Test Solutions,Automata - SQL (New),https://www.shl.com/products/product-catalog/view/automata-sql-new/,,,S,20,SHL Catalog
Individual Test Solutions,Automata (New),https://www.shl.com/products/product-catalog/view/automata-new/,,,S,20,SHL Catalog
Individual Test Solutions,Automata Data Science (New),https://www.shl.com/products/product-catalog/view/automata-data-science-new/,,,S,21,SHL Catalog
Individual Test Solutions,Automata Data Science Pro (New),https://www.shl.com/products/product-catalog/view/automata-data-science-pro-new/,,,S,21,SHL Catalog
Individual Test Solutions,Automata Front End,https://www.shl.com/products/product-catalog/view/automata-front-end/,,,S,21,SHL Catalog
Individual Test Solutions,Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,,,S,21,SHL Catalog
Individual Test Solutions,Automata Selenium,https://www.shl.com/products/product-catalog/view/automata-selenium/,,,S,21,SHL Catalog
Individual Test Solutions,Automation Anywhere RPA Development (New),https://www.shl.com/products/product-catalog/view/automation-anywhere-rpa-development-new/,,,K,21,SHL Catalog
Individual Test Solutions,Automotive Engineering (New),https://www.shl.com/products/product-catalog/view/automotive-engineering-new/,,,K,21,SHL Catalog
Individual Test Solutions,Basic Biology (New),https://www.shl.com/products/product-catalog/view/basic-biology-new/,,,K,21,SHL Catalog
Individual Test Solutions,Basic Computer Literacy (Windows 10) (New),https://www.shl.com/products/product-catalog/view/basic-computer-literacy-windows-10-new/,,,"S
K",21,SHL Catalog
Individual Test Solutions,Basic Statistics (New),https://www.shl.com/products/product-catalog/view/basic-statistics-new/,,,K,21,SHL Catalog
Individual Test Solutions,Biochemistry (New),https://www.shl.com/products/product-catalog/view/biochemistry-new/,,,K,21,SHL Catalog
Individual Test Solutions,Biotech Lab Techniques (New),https://www.shl.com/products/product-catalog/view/biotech-lab-techniques-new/,,,K,21,SHL Catalog
Individual Test Solutions,BizTalk (New),https://www.shl.com/products/product-catalog/view/biztalk-new/,,,K,22,SHL Catalog
Individual Test Solutions,Business Communication (adaptive),https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,,,K,22,SHL Catalog
Individual Test Solutions,Business Communications,https://www.shl.com/products/product-catalog/view/business-communications/,,,K,22,SHL Catalog
Individual Test Solutions,C Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new/,,,K,22,SHL Catalog
Individual Test Solutions,C# Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,,,K,22,SHL Catalog
Individual Test Solutions,C++ Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,,,K,22,SHL Catalog
Individual Test Solutions,Cardiology and Diabetes Management (New),https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,,,K,22,SHL Catalog
Individual Test Solutions,Ceramic Engineering (New),https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,,,K,22,SHL Catalog
Individual Test Solutions,Chemical Engineering (New),https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,,,K,22,SHL Catalog
Individual Test Solutions,Cisco AppDynamics (New),https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,,,K,22,SHL Catalog
Individual Test Solutions,Civil Engineering (New),https://www.shl.com/products/product-catalog/view/civil-engineering-new/,,,K,22,SHL Catalog
Individual Test Solutions,Cloud Computing (New),https://www.shl.com/products/product-catalog/view/cloud-computing-new/,,,K,22,SHL Catalog
Individual Test Solutions,COBOL Programming (New),https://www.shl.com/products/product-catalog/view/cobol-programming-new/,,,K,23,SHL Catalog
Individual Test Solutions,Computer Science (New),https://www.shl.com/products/product-catalog/view/computer-science-new/,,,K,23,SHL Catalog
Individual Test Solutions,Contact Center Call Simulation (New),https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,,,S,23,SHL Catalog
Individual Test Solutions,Conversational Multichat Simulation,https://www.shl.com/products/product-catalog/view/conversational-multichat-simulation/,,,S,23,SHL Catalog
Individual Test Solutions,Core Java (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,,,K,23,SHL Catalog
Individual Test Solutions,Core Java (Entry Level) (New),https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/,,,K,23,SHL Catalog
Individual Test Solutions,Count Out The Money,https://www.shl.com/products/product-catalog/view/count-out-the-money/,,,"K
S",23,SHL Catalog
Individual Test Solutions,CSS3 (New),https://www.shl.com/products/product-catalog/view/css3-new/,,,K,23,SHL Catalog
Individual Test Solutions,Culinary Skills (New),https://www.shl.com/products/product-catalog/view/culinary-skills-new/,,,K,23,SHL Catalog
Individual Test Solutions,Customer Service Phone Simulation,https://www.shl.com/products/product-catalog/view/customer-service-phone-simulation/,,,"B
S",23,SHL Catalog
Individual Test Solutions,Customer Service Phone Solution,https://www.shl.com/products/product-catalog/view/customer-service-phone-solution/,,,"B
P
S",23,SHL Catalog
Individual Test Solutions,Cyber Risk (New),https://www.shl.com/products/product-catalog/view/cyber-risk-new/,,,K,23,SHL Catalog
Individual Test Solutions,Data Entry (New),https://www.shl.com/products/product-catalog/view/data-entry-new/,,,S,24,SHL Catalog
Individual Test Solutions,Data Entry Alphanumeric Split Screen - US,https://www.shl.com/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,,,K,24,SHL Catalog
Individual Test Solutions,Data Entry Numeric Split Screen - US,https://www.shl.com/products/product-catalog/view/data-entry-numeric-split-screen-us/,,,K,24,SHL Catalog
Individual Test Solutions,Data Entry Ten Key Split Screen,https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/,,,K,24,SHL Catalog
Individual Test Solutions,Data Science (New),https://www.shl.com/products/product-catalog/view/data-science-new/,,,K,24,SHL Catalog
Individual Test Solutions,Data Warehousing Concepts,https://www.shl.com/products/product-catalog/view/data-warehousing-concepts/,,,K,24,SHL Catalog
Individual Test Solutions,Dependability and Safety Instrument (DSI),https://www.shl.com/products/product-catalog/view/dependability-and-safety-instrument-dsi/,,,P,24,SHL Catalog
Individual Test Solutions,Dermatology (New),https://www.shl.com/products/product-catalog/view/dermatology-new/,,,K,24,SHL Catalog
Individual Test Solutions,Desktop Support (New),https://www.shl.com/products/product-catalog/view/desktop-support-new/,,,K,24,SHL Catalog
Individual Test Solutions,Digital Advertising (New),https://www.shl.com/products/product-catalog/view/digital-advertising-new/,,,K,24,SHL Catalog
Individual Test Solutions,Digital Readiness Development Report - IC,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report/,,,P,24,SHL Catalog
Individual Test Solutions,Digital Readiness Development Report - Manager,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report-manager/,,,P,24,SHL Catalog
Individual Test Solutions,Docker (New),https://www.shl.com/products/product-catalog/view/docker-new/,,,K,25,SHL Catalog
Individual Test Solutions,Dojo (New),https://www.shl.com/products/product-catalog/view/dojo-new/,,,K,25,SHL Catalog
Individual Test Solutions,Drupal (New),https://www.shl.com/products/product-catalog/view/drupal-new/,,,K,25,SHL Catalog
Individual Test Solutions,DSI v1.1 Interpretation Report,https://www.shl.com/products/product-catalog/view/dsi-v1-1-interpretation-report/,,,P,25,SHL Catalog
Individual Test Solutions,Econometrics (New),https://www.shl.com/products/product-catalog/view/econometrics-new/,,,K,25,SHL Catalog
Individual Test Solutions,Economics (New),https://www.shl.com/products/product-catalog/view/economics-new/,,,K,25,SHL Catalog
Individual Test Solutions,Electrical and Electronics Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,,,K,25,SHL Catalog
Individual Test Solutions,Electrical Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,,,K,25,SHL Catalog
Individual Test Solutions,Electronics & Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,,,K,25,SHL Catalog
Individual Test Solutions,Electronics and Embedded Systems Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,,,K,25,SHL Catalog
Individual Test Solutions,Electronics and Semiconductor Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,,,K,25,SHL Catalog
Individual Test Solutions,English Comprehension (New),https://www.shl.com/products/product-catalog/view/english-comprehension-new/,,,K,25,SHL Catalog
Individual Test Solutions,Enterprise Java Beans (New),https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,,,K,26,SHL Catalog
Individual Test Solutions,Enterprise Leadership Report 1.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,,,P,26,SHL Catalog
Individual Test Solutions,Enterprise Leadership Report 2.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,,,P,26,SHL Catalog
Individual Test Solutions,Entry Level Cashier Solution,https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,,,"C
P",26,SHL Catalog
Individual Test Solutions,Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,,,"P
C",26,SHL Catalog
Individual Test Solutions,Entry Level Customer Service (General) Solution,https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,,,"C
P",26,SHL Catalog
Individual Test Solutions,Entry Level Hotel Front Desk Solution,https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,,,"C
P",26,SHL Catalog
Individual Test Solutions,Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,,,"C
P",26,SHL Catalog
Individual Test Solutions,Entry Level Technical Support Solution,https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,,,"P
C",26,SHL Catalog
Individual Test Solutions,ETL Testing (New),https://www.shl.com/products/product-catalog/view/etl-testing-new/,,,K,26,SHL Catalog
Individual Test Solutions,Executive Scenarios,https://www.shl.com/products/product-catalog/view/executive-scenarios/,,,B,26,SHL Catalog
Individual Test Solutions,Executive Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/,,,B,26,SHL Catalog
Individual Test Solutions,District/Regional Manager Solution,https://www.shl.com/products/product-catalog/view/districtregional-manager-solution/,,,"A
B
P",27,SHL Catalog
Individual Test Solutions,Entry Level Cashier 7.1 (Americas),https://www.shl.com/products/product-catalog/view/entry-level-cashier-7-1-%28americas%29/,,,"B
P
A",27,SHL Catalog
Individual Test Solutions,Entry Level Cashier 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-cashier-7-1-%28international%29/,,,"A
B
P",27,SHL Catalog
Individual Test Solutions,Entry Level Customer Service 7.1 (Americas),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-7-1-%28americas%29/,,,"C
P",27,SHL Catalog
Individual Test Solutions,Entry Level Customer Service 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-%28retail-and-cc%29-7-1/,,,"C
P",27,SHL Catalog
Individual Test Solutions,Entry Level Customer Service 7.1 (South Africa),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-7-1-%28south-africa%29/,,,"C
P",27,SHL Catalog
Individual Test Solutions,Entry level Sales 7.1 (Americas),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1-%28americas%29/,,,"B
C
P",27,SHL Catalog
Individual Test Solutions,Entry level Sales 7.1 (International),https://www.shl.com/products/product-catalog/view/entry-level-sales-7-1/,,,"P
B
C",27,SHL Catalog
Individual Test Solutions,Entry Level Sales Sift Out 7.1,https://www.shl.com/products/product-catalog/view/entry-level-sales-sift-out-7-1/,,,"C
P
B",27,SHL Catalog
Individual Test Solutions,Event Sales Manager Solution,https://www.shl.com/products/product-catalog/view/event-sales-manager-solution/,,,"S
A
B
P",27,SHL Catalog
Individual Test Solutions,Executive - Short Form,https://www.shl.com/products/product-catalog/view/executive-short-form/,,,"A
B
P",27,SHL Catalog
Individual Test Solutions,Financial Professional - Short Form,https://www.shl.com/products/product-catalog/view/financial-professional-short-form/,,,"A
B
P",27,SHL Catalog
Individual Test Solutions,Financial Services Representative Solution,https://www.shl.com/products/product-catalog/view/financial-services-representative-solution/,,,"A
B
P",28,SHL Catalog
Individual Test Solutions,Front Desk Associate Solution,https://www.shl.com/products/product-catalog/view/front-desk-associate-solution/,,,"A
B
P",28,SHL Catalog
Individual Test Solutions,Gaming Associate Solution,https://www.shl.com/products/product-catalog/view/gaming-associate-solution/,,,"A
B
P
S",28,SHL Catalog
Individual Test Solutions,Gaming Manager Solution,https://www.shl.com/products/product-catalog/view/gaming-manager-solution/,,,"S
A
B
K
P",28,SHL Catalog
Individual Test Solutions,General Entry Level - All Industries 7.0 Solution,https://www.shl.com/products/product-catalog/view/general-entry-level-all-industries-7-0-solution/,,,B,28,SHL Catalog
Individual Test Solutions,General Entry Level - All Industries 7.1 Solution,https://www.shl.com/products/product-catalog/view/general-entry-level-all-industries-7-1-solution/,,,B,28,SHL Catalog
Individual Test Solutions,General Entry Level - All Industries 7.1(Americas),https://www.shl.com/products/product-catalog/view/general-entry-level-all-industries-7-1%28americas%29/,,,B,28,SHL Catalog
Individual Test Solutions,General Entry Level – Data Entry 7.0 Solution,https://www.shl.com/products/product-catalog/view/general-entry-level-data-entry-7-0-solution/,,,"B
K",28,SHL Catalog
Individual Test Solutions,Graduate + 8.0 Job Focused Assessment,https://www.shl.com/products/product-catalog/view/graduate-8-0-job-focused-assessment/,,,"A
B
P",28,SHL Catalog
Individual Test Solutions,Graduate 7.1 Job Focused Assessment,https://www.shl.com/products/product-catalog/view/graduate-7-1-job-focused-assessment/,,,"B
C",28,SHL Catalog
Individual Test Solutions,Graduate 8.0 Job Focused Assessment,https://www.shl.com/products/product-catalog/view/graduate-8-0-job-focused-assessment-4228/,,,"P
B",28,SHL Catalog
Individual Test Solutions,Guest Service Team 7.0 Solution,https://www.shl.com/products/product-catalog/view/guest-service-team-7-0-solution/,,,B,28,SHL Catalog
Individual Test Solutions,Guest Services Associate Solution,https://www.shl.com/products/product-catalog/view/guest-services-associate-solution/,,,"A
B
P
S",29,SHL Catalog
Individual Test Solutions,Healthcare Aide 7.0 Solution,https://www.shl.com/products/product-catalog/view/healthcare-aide-7-0-solution/,,,B,29,SHL Catalog
Individual Test Solutions,Healthcare Call Center Agent Solution,https://www.shl.com/products/product-catalog/view/healthcare-call-center-agent-solution/,,,"A
B
P
S",29,SHL Catalog
Individual Test Solutions,Healthcare Service Associate Solution,https://www.shl.com/products/product-catalog/view/healthcare-service-associate-solution/,,,"A
B
P",29,SHL Catalog
Individual Test Solutions,Healthcare Support Specialist Solution,https://www.shl.com/products/product-catalog/view/healthcare-support-specialist-solution/,,,"A
B
P",29,SHL Catalog
Individual Test Solutions,Home Health Aide Solution,https://www.shl.com/products/product-catalog/view/home-health-aide-solution/,,,"A
B
P",29,SHL Catalog
Individual Test Solutions,Hospitality Manager Solution,https://www.shl.com/products/product-catalog/view/hospitality-manager-solution/,,,"A
B
K
P",29,SHL Catalog
Individual Test Solutions,Host Solution,https://www.shl.com/products/product-catalog/view/host-solution/,,,"B
P",29,SHL Catalog
Individual Test Solutions,Industrial - Entry Level 7.0 Solution,https://www.shl.com/products/product-catalog/view/industrial-entry-level-7-0-solution/,,,B,29,SHL Catalog
Individual Test Solutions,Industrial - Entry Level 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-entry-level-7-1-%28americas%29/,,,B,29,SHL Catalog
Individual Test Solutions,Industrial - Entry Level 7.1 (International),https://www.shl.com/products/product-catalog/view/industrial-entry-level-7-1-%28international%29/,,,B,29,SHL Catalog
Individual Test Solutions,Industrial - Professional and Skilled 7.0 Solution,https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-0-solution/,,,"A
B",29,SHL Catalog
Individual Test Solutions,Industrial - Semi-skilled 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-semi-skilled-7-1-%28americas%29/,,,B,30,SHL Catalog
Individual Test Solutions,Industrial - Semi-skilled 7.1 (International),https://www.shl.com/products/product-catalog/view/industrial-semi-skilled-7-1-%28international%29/,,,B,30,SHL Catalog
Individual Test Solutions,Industrial Professional and Skilled 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-%28americas%29/,,,"A
B",30,SHL Catalog
Individual Test Solutions,Industrial Professional and Skilled 7.1 Solution,https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-solution/,,,"A
B",30,SHL Catalog
Individual Test Solutions,Installation and Repair Technician Solution,https://www.shl.com/products/product-catalog/view/installation-and-repair-technician-solution/,,,"A
B
P
S",30,SHL Catalog
Individual Test Solutions,Insurance Account Manager Solution,https://www.shl.com/products/product-catalog/view/insurance-account-manager-solution/,,,"A
B
P
S",30,SHL Catalog
Individual Test Solutions,Insurance Administrative Assistant Solution,https://www.shl.com/products/product-catalog/view/insurance-administrative-assistant-solution/,,,"A
B
P
S",30,SHL Catalog
Individual Test Solutions,Insurance Agent Solution,https://www.shl.com/products/product-catalog/view/insurance-agent-solution/,,,"A
B
P",30,SHL Catalog
Individual Test Solutions,Insurance Director Solution,https://www.shl.com/products/product-catalog/view/insurance-director-solution/,,,"A
B
P",30,SHL Catalog
Individual Test Solutions,Insurance Sales Manager Solution,https://www.shl.com/products/product-catalog/view/insurance-sales-manager-solution/,,,"A
B
P
S",30,SHL Catalog
Individual Test Solutions,Manager - Short Form,https://www.shl.com/products/product-catalog/view/manager-short-form/,,,"A
B
K
P
S",30,SHL Catalog
Individual Test Solutions,Manager + 7.0 Solution,https://www.shl.com/products/product-catalog/view/manager-7-0-solution-3955/,,,"A
B
C",30,SHL Catalog
Individual Test Solutions,Manager + 7.1 (Americas),https://www.shl.com/products/product-catalog/view/manager-7-1-solution-4242/,,,"B
C
P",31,SHL Catalog
Individual Test Solutions,Manager + 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-%28international%29/,,,"B
C
P",31,SHL Catalog
Individual Test Solutions,Manager 7.0 Solution,https://www.shl.com/products/product-catalog/view/manager-7-0-solution/,,,"B
C",31,SHL Catalog
Individual Test Solutions,Manager 7.1 (Americas),https://www.shl.com/products/product-catalog/view/manager-7-1-%28americas%29/,,,"B
C
P",31,SHL Catalog
Individual Test Solutions,Manager 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-solution/,,,"B
C
P",31,SHL Catalog
Individual Test Solutions,Manager 8.0 JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa/,,,"B
K
P",31,SHL Catalog
Individual Test Solutions,Manager 8.0+ JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa-4310/,,,"B
K
P",31,SHL Catalog
Individual Test Solutions,Manufacturing Production Team Member,https://www.shl.com/products/product-catalog/view/manufacturing-production-team-member/,,,"A
B",31,SHL Catalog
Individual Test Solutions,Manufacturing Skilled Maintenance Worker,https://www.shl.com/products/product-catalog/view/manufacturing-skilled-maintenance-worker/,,,"A
B",31,SHL Catalog
Individual Test Solutions,Network Engineer/Analyst Solution,https://www.shl.com/products/product-catalog/view/network-engineeranalyst-solution/,,,"P
S
K
B
A",31,SHL Catalog
Individual Test Solutions,Nurse Leader Solution,https://www.shl.com/products/product-catalog/view/nurse-leader-solution/,,,"S
A
B
P",31,SHL Catalog
Individual Test Solutions,Nurse Solution,https://www.shl.com/products/product-catalog/view/nurse-solution/,,,"P
A
B",31,SHL Catalog
Individual Test Solutions,Nursing Assistant Solution,https://www.shl.com/products/product-catalog/view/nursing-assistant-solution/,,,"A
B
P",32,SHL Catalog
Individual Test Solutions,Personal Banker - Short Form,https://www.shl.com/products/product-catalog/view/personal-banker-short-form/,,,"A
B
K
P
S",32,SHL Catalog
Individual Test Solutions,Phone Banker - Short Form,https://www.shl.com/products/product-catalog/view/phone-banker-short-form/,,,"A
B
P",32,SHL Catalog
Individual Test Solutions,Prep/Line Cook Solution,https://www.shl.com/products/product-catalog/view/prepline-cook-solution/,,,"A
B
P",32,SHL Catalog
Individual Test Solutions,Professional + 7.0 Solution,https://www.shl.com/products/product-catalog/view/professional-7-0-solution-3958/,,,"A
B
C",32,SHL Catalog
Individual Test Solutions,Professional + 7.1 (Americas),https://www.shl.com/products/product-catalog/view/professional-7-1-%28americas%29/,,,"B
C
P",32,SHL Catalog
Individual Test Solutions,Professional + 7.1 (International),https://www.shl.com/products/product-catalog/view/professional-7-1-solution/,,,"B
C
P",32,SHL Catalog
Individual Test Solutions,Professional 7.0 Solution,https://www.shl.com/products/product-catalog/view/professional-7-0-solution/,,,"B
C",32,SHL Catalog
Individual Test Solutions,Professional 7.1 (International),https://www.shl.com/products/product-catalog/view/professional-7-1-solution-4247/,,,"C
B",32,SHL Catalog
Individual Test Solutions,Professional 8.0 JFA,https://www.shl.com/products/product-catalog/view/professional-8-0-jfa/,,,"B
K
P",32,SHL Catalog
Individual Test Solutions,Professional/Individual Contributor - Short Form,https://www.shl.com/products/product-catalog/view/professionalindividual-contributor-short-form/,,,"A
B
P
S",32,SHL Catalog
Individual Test Solutions,Project Manager - Short Form,https://www.shl.com/products/product-catalog/view/project-manager-short-form/,,,"A
B
P
S",32,SHL Catalog
Individual Test Solutions,Proof Operator - Processing Specialist -Short Form,https://www.shl.com/products/product-catalog/view/proof-operator-processing-specialist-short-form/,,,S,33,SHL Catalog
Individual Test Solutions,Reservation Agent Solution,https://www.shl.com/products/product-catalog/view/reservation-agent-solution/,,,"A
P
S
B",33,SHL Catalog
Individual Test Solutions,Restaurant Manager Solution,https://www.shl.com/products/product-catalog/view/restaurant-manager-solution/,,,"A
B
P
S",33,SHL Catalog
Individual Test Solutions,Restaurant Supervisor Solution,https://www.shl.com/products/product-catalog/view/restaurant-supervisor-solution/,,,"A
B
P",33,SHL Catalog
Individual Test Solutions,Retail Consultant Solution,https://www.shl.com/products/product-catalog/view/retail-consultant-solution/,,,"A
B
P",33,SHL Catalog
Individual Test Solutions,Retail Manager w/ Sales Solution,https://www.shl.com/products/product-catalog/view/retail-manager-w-sales-solution/,,,"A
B
P",33,SHL Catalog
Individual Test Solutions,Retail Sales Associate Solution,https://www.shl.com/products/product-catalog/view/retail-sales-associate-solution/,,,"A
B
P",33,SHL Catalog
Individual Test Solutions,Sales Director Solution,https://www.shl.com/products/product-catalog/view/sales-director-solution/,,,"A
B
P",33,SHL Catalog
Individual Test Solutions,Sales Engineer Solution,https://www.shl.com/products/product-catalog/view/sales-engineer-solution/,,,"A
B
K
P
S",33,SHL Catalog
Individual Test Solutions,Sales Manager Solution,https://www.shl.com/products/product-catalog/view/sales-manager-solution/,,,"A
B
P",33,SHL Catalog
Individual Test Solutions,Sales Professional 7.0 Solution,https://www.shl.com/products/product-catalog/view/sales-professional-7-0-solution/,,,"C
B",33,SHL Catalog
Individual Test Solutions,Sales Professional 7.1 (Americas),https://www.shl.com/products/product-catalog/view/sales-professional-7-1-%28americas%29/,,,"B
C",33,SHL Catalog
Individual Test Solutions,Sales Professional Solution,https://www.shl.com/products/product-catalog/view/sales-professional-solution/,,,"A
B
P",34,SHL Catalog
Individual Test Solutions,Sales Representative Solution,https://www.shl.com/products/product-catalog/view/sales-representative-solution/,,,"A
B
P",34,SHL Catalog
Individual Test Solutions,Sales Supervisor Solution,https://www.shl.com/products/product-catalog/view/sales-supervisor-solution/,,,"A
B
P",34,SHL Catalog
Individual Test Solutions,Sales Support Specialist Solution,https://www.shl.com/products/product-catalog/view/sales-support-specialist-solution/,,,"A
B
P",34,SHL Catalog
Individual Test Solutions,Senior Insurance Agent Solution,https://www.shl.com/products/product-catalog/view/senior-insurance-agent-solution/,,,"A
B
P",34,SHL Catalog
Individual Test Solutions,Senior Sales Professional Solution,https://www.shl.com/products/product-catalog/view/senior-sales-professional-solution/,,,"A
B
P",34,SHL Catalog
Individual Test Solutions,Server Solution,https://www.shl.com/products/product-catalog/view/server-solution/,,,"B
A
P",34,SHL Catalog
Individual Test Solutions,Service Associate Solution,https://www.shl.com/products/product-catalog/view/service-associate-solution/,,,"A
B
P",34,SHL Catalog
Individual Test Solutions,Service Supervisor Solution,https://www.shl.com/products/product-catalog/view/service-supervisor-solution/,,,"A
B
P",34,SHL Catalog
Individual Test Solutions,Stock Clerk Solution,https://www.shl.com/products/product-catalog/view/stock-clerk-solution/,,,"A
B
P",34,SHL Catalog
Individual Test Solutions,Store Manager 7.0 Solution,https://www.shl.com/products/product-catalog/view/store-manager-7-0-solution/,,,"B
C",34,SHL Catalog
Individual Test Solutions,Store Manager 7.1 (Americas),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28americas%29/,,,"B
C",34,SHL Catalog
Individual Test Solutions,Store Manager 7.1 (International),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28international%29/,,,"C
B",35,SHL Catalog
Individual Test Solutions,Store Manager Solution,https://www.shl.com/products/product-catalog/view/store-manager-solution/,,,"A
B
P",35,SHL Catalog
Individual Test Solutions,Supervisor - Short Form,https://www.shl.com/products/product-catalog/view/supervisor-short-form/,,,S,35,SHL Catalog
Individual Test Solutions,Supervisor 7.0 Solution,https://www.shl.com/products/product-catalog/view/supervisor-7-0-solution/,,,"B
C",35,SHL Catalog
Individual Test Solutions,Supervisor 7.1 (Americas),https://www.shl.com/products/product-catalog/view/supervisor-7-1-%28americas%29/,,,"B
C
P",35,SHL Catalog
Individual Test Solutions,Supervisor 7.1 (International),https://www.shl.com/products/product-catalog/view/supervisor-7-1-%28international%29/,,,"P
C
B",35,SHL Catalog
Individual Test Solutions,Support Associate Solution,https://www.shl.com/products/product-catalog/view/support-associate-solution/,,,"A
B
P",35,SHL Catalog
Individual Test Solutions,Support Supervisor Solution,https://www.shl.com/products/product-catalog/view/support-supervisor-solution/,,,"A
P
S
B",35,SHL Catalog
Individual Test Solutions,Technical Sales Associate Solution,https://www.shl.com/products/product-catalog/view/technical-sales-associate-solution/,,,"A
B
P",35,SHL Catalog
Individual Test Solutions,Technician/Technologist Solution,https://www.shl.com/products/product-catalog/view/techniciantechnologist-solution/,,,"A
B
P",35,SHL Catalog
Individual Test Solutions,Technology Professional 8.0 Job Focused Assessment,https://www.shl.com/products/product-catalog/view/technology-professional-8-0-job-focused-assessment/,,,"C
P",35,SHL Catalog
Individual Test Solutions,Telenurse Solution,https://www.shl.com/products/product-catalog/view/telenurse-solution/,,,"A
B
P",35,SHL Catalog
